contig	Sample_ERR10036468	Sample_ERR10036469	Sample_ERR10036470
c_000000006402	0.9838568935427574	28.319371727748692	0
c_000000006406	10.308405029781602	0	0
c_000000006407	9.830357142857142	0.13482142857142856	0
c_000000006408	7.9391252955082745	0	0
c_000000006457	3.682926829268293	156.41310975609755	0
c_000000006459	11.006456820016142	0.24374495560936238	0
c_000000006460	1.5408163265306123	4.440233236151603	0
c_000000006467	11.147115384615384	0	0
c_000000006480	2.523207192138825	47.968429855739075	0
c_000000006481	3.677197372536753	5.643415702220832	0
c_000000006483	0.09792477302204929	7.536964980544747	0
c_000000006490	7.137945149406468	27.281620957838722	0
c_000000006501	274.84440454817474	398.5864751645721	45.05804907241173
c_000000006507	8.244827586206897	0.383448275862069	0
c_000000006526	1.2942857142857143	16.785238095238096	0
c_000000006544	12.319141193595343	0.1098981077147016	0
c_000000006578	0.4603658536585366	18.15548780487805	0
